sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa-b::00717,Heather was out with her husband at a fast food joint. They order their food and go to sit down. When the food arrived Heather noticed something moving. She checked her fries and found a cockroach.,0.0,content_diversity,she took it to social media,she posted photo on her instagram account,she made a post online,she created a post that went viral,she decides to make a post about it,-0.066,0.925,-0.403,-0.876,-0.649,28.109219,1.021293,0.394735,11.095692,0.403140,24.114872,0.327714,0.000000,9.518984,0.129360
test.sa-sb.sa-b::00718,John woke up on the beach not remembering who he was. John looked at his belongings. John found a car key. John used the car key to find out the car.,1.0,content_diversity,He found the car but did not recognise it.,The car beeped and he got into it but realised he couldn't remember how to drive.,John found the car and rifled through its contents for clues as to who he was.,He pushed the fob time and time again but could not find the car.,As he was trying to find the car he saw an angry mob and it looked like it was head towrds him.,-0.075,0.902,-0.300,-0.928,-0.417,-11.534063,0.012454,0.543664,-6.270659,0.006771,151.059541,1.101390,0.000000,82.125698,0.598786
test.sa-sb.sa-b::00719,Sam went to his car from the store. He looked for his keys in his pocket. He couldn't find them. He looked around and then looked in the car.,1.0,content_diversity,it was there the whole time,it was still in the key slot,he lost it,he lost his cool,he realize it was in his hand,-0.080,0.891,-0.315,-0.662,-0.273,13.443125,1.178461,0.292651,3.934145,0.344878,42.016601,1.514920,0.000000,12.296203,0.443343
test.sa-sb.sa-b::00719,Sam went to his car from the store. He looked for his keys in his pocket. He couldn't find them. He looked around and then looked in the car.,0.0,content_diversity,it was in the ignition,it was there in the whole time,the car was never turned off,the key was still inserted,the key was still in the slot,-0.139,0.825,-0.331,-0.719,-0.420,33.254062,1.261815,0.362504,12.054729,0.457413,36.915307,1.087555,0.000000,13.381945,0.394243
test.sa-sb.sa-b::00720,Cayla is a beautiful girl even though she has a scar on her face. When she was a little girl she was running while wearing slippers. It was during the night and she didn't see the big rock on the ground. Her toe hit the rock and her face went slamming into the ground.,1.0,content_diversity,When she grew up she was delighted to find that men thought her scar made her even more beautiful.,It wasnt expensive to get the plastic surgery to get rid of the scar.,Having the scar got Cayla a part in a movie about a beautiful girl with a scar.,Cayla went through hell at school as other kids teased her about the scar.,Cayla was so obsessed about the scar she never left the house and died alone and isolated.,-0.050,0.917,-0.285,-0.832,-0.369,7.335000,0.183505,0.554423,4.066693,0.101739,58.357441,0.509185,0.000000,32.354714,0.282304
test.sa-sb.sa-b::00723,I lost my job last winter. I was able to float on savings for a while. I was not able to find work for almost a year. I was forced to move out of my apartment.,0.0,content_diversity,"I host a movie night with popcorn, on my once-a-week, for my friends because I own nearly 1,000 movies.",One of my friends loves to make little British tea sandwiches and serves them on her once-a-week.,"My roommate loves to read books so we have a book reading, taking turns, then talk about the book, on her once-a-week.","On her once-a-week, one of my coworkers, who likes to draw, teaches how to draw and paint a cute picture",My roommate's friend likes photography so we all try to take a couple interesting picture and share them on her once-a week.,-0.056,0.919,-0.339,-0.798,-0.415,94.025000,0.906554,0.374537,35.215803,0.339538,63.815937,0.422480,0.000000,23.901404,0.158234
test.sa-sb.sa-b::00724,"Dan turned 21 and his friends took him out to a bar. There, he had his first beer - and his first shot. But he knew it'd be easy to get a hangover. Dan was careful not to overdo it on his night out.",1.0,content_diversity,he was modest in his drinking,he got drunk anyhow,his friends keep buying him shots,he was not able to drive,he met a cute girl,-0.034,0.954,-0.231,-0.697,-0.186,23.800937,0.809056,0.353382,8.410815,0.285906,23.716946,0.771347,0.000000,8.381133,0.272580
test.sa-sb.sa-b::00724,"Dan turned 21 and his friends took him out to a bar. There, he had his first beer - and his first shot. But he knew it'd be easy to get a hangover. Dan was careful not to overdo it on his night out.",0.0,content_diversity,he tried to moderate his drinking,he did not drink too much,he drink in moderation,he was drinking with control,he monitor his drinking,-0.066,0.926,-0.373,-0.941,-0.610,20.758906,0.825831,0.451482,9.372275,0.372848,20.975605,0.719682,0.000000,9.470110,0.324923
test.sa-sb.sa-b::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,1.0,content_diversity,I got there eventually though.,I walked and walked and when I finally got there it was shut.,In the end I gave up and went back to my cousins house.,I am glad I didnt give up as when I got there they were giving away burgers!,A police car stopped and asked if I needed helo and they took me back to my cousins house.,-0.088,0.873,-0.219,-0.781,-0.129,2.539062,0.128613,0.568475,1.443394,0.073113,110.390474,0.880631,0.000000,62.754249,0.500617
test.sa-sb.sa-b::00727,Mary had an online jewelry store that sold many different things. She wanted to make something new and exciting. After a lot of brainstorming she came up with a great idea. Her idea was to paint glass stones with nail polish and make pendants.,0.0,content_diversity,Her sales were very high.,She ended up doing it for years.,The pendants went for a high price.,She loved making them for a long time.,Customers loved them.,-0.028,0.945,-0.409,-0.710,-0.454,19.455625,0.448698,0.530981,10.330560,0.238250,27.735006,0.573663,0.000000,14.726751,0.304604
test.sa-sb.sa-b::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,0.0,content_diversity,He wondered if he should have done something else in his life.,He regretted choosing the military.,The purple heart was not worth the pity.,He felt his life was one big mistake.,He accepted that he chose incorrectly.,-0.031,0.953,-0.383,-0.730,-0.339,16.105937,0.425023,0.519817,8.372135,0.220934,42.674100,1.269150,0.000000,22.182709,0.659725
test.sa-sb.sa-b::00729,"Max was working on a speech for the upcoming school elections. He was running for school Treasurer, but was very nervous about it. He practiced his speech everyday. When election day came, Max gave the speech perfectly.",1.0,content_diversity,He was proud of himself.,Everyone liked the speech.,He won the Treasurer nomination.,He did well on vote count.,His speech won him more votes.,-0.024,0.962,-0.395,-0.729,-0.432,3.386406,0.112562,0.566788,1.919374,0.063799,35.211380,1.252159,0.000000,19.957385,0.709709
test.sa-sb.sa-b::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,1.0,content_diversity,I hope he proves me wrong.,"Then again, maybe he has.",I don't think so at least.,I know him.,I know what he has done.,-0.054,0.927,-0.268,-0.710,-0.263,1.219844,0.196644,0.471263,0.574867,0.092671,17.211647,1.481898,0.000000,8.111211,0.698364
test.sa-sb.sa-b::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,0.0,content_diversity,If I had to bet at least.,Just my opinion.,My person thoughts on it.,Only my personal vision on it.,I felt that way.,-0.020,0.958,-0.223,-0.711,-0.357,23.788437,0.759570,0.303566,7.221354,0.230579,59.140100,1.729549,0.000000,17.952906,0.525032
test.sa-sb.sa-b::00731,I had my special cup on my desk. I accidentally bumped it. It fell and rolled over the edge. It hit the husky and bounced off.,1.0,content_diversity,it broke,it was durable,it made a loud sound,I was so nervous,I tried to catch it,-0.045,0.947,-0.271,-0.647,-0.320,13.899531,1.111402,0.387196,5.381844,0.430330,27.597253,1.672554,0.000000,10.685549,0.647606
test.sa-sb.sa-b::00731,I had my special cup on my desk. I accidentally bumped it. It fell and rolled over the edge. It hit the husky and bounced off.,0.0,content_diversity,it did not break,it was strong,it was not easily broken,it lasted,it was in one piece,-0.095,0.898,-0.314,-0.734,-0.537,24.814219,1.732426,0.295331,7.328398,0.511638,15.042753,1.628194,0.000000,4.442585,0.480855
test.sa-sb.sa-b::00734,Dan took his car to the drag strip. He decided to race anybody who wanted. Only a motorcycle accepted his challenge. They lined up and went off.,1.0,content_diversity,The motorcycle won the race.,As soon as it hit the first turn the motorcycle skidded off the road.,Dan won but it felt like cheating because he had a car.,The crowd cheered with excitement.,Dan was so embarrassed when his racing car did not start!,-0.019,0.962,-0.264,-0.652,-0.217,-2.224531,-0.022277,0.594401,-1.322263,-0.013241,95.934675,1.158676,0.000000,57.023642,0.688718
test.sa-sb.sa-b::00734,Dan took his car to the drag strip. He decided to race anybody who wanted. Only a motorcycle accepted his challenge. They lined up and went off.,0.0,content_diversity,Dan felt humiliated because his engine wouldn't turn on.,When Dan realized that his car would not get started up he felt so ashamed.,He was shamefaced upon learning that his car was not going to start up.,"He turned the key to start the engine and nothing happened, leaving Dan humiliated.",He felt shame when he tried to rev the engine up and it would not start.,-0.057,0.901,-0.526,-0.941,-0.751,46.239062,0.624734,0.486106,22.477071,0.303687,50.950011,0.510381,0.000000,24.767090,0.248099
test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",1.0,content_diversity,My motor scooter still wouldn't start because the starter went out.,I ended having to take my scooter to a repair shop.,I always seem to have trouble with this scooter.,"I'm thinking about selling the scooter because I don't know how to work on it, myself.",I put the scooter in the garage because I'm tired of messing with it.,-0.049,0.941,-0.412,-0.909,-0.471,20.096562,0.376849,0.570023,11.455504,0.214813,40.761176,0.304614,0.000000,23.234810,0.173637
test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",0.0,content_diversity,The guy at the repair shop told me the engine needed rebuilding.,"I was lucky to find out it was just my battery, according to the repair guy.",I had to leave my scooter at the shop overnight so I still don't know what's wrong with it.,The repair guy said I should think about getting a new scooter because the repairs might be costly.,I told the repair guy I couldn't afford to pay much for repairs and he said it shouldn't be too much.,-0.067,0.911,-0.379,-0.854,-0.396,38.712500,0.448148,0.554068,21.449341,0.248304,42.559841,0.430053,0.000000,23.581028,0.238278
